Дата расчета;Наименование;Цена закуп;Цена итого;Поставщик;Ссылка сайт;Ставка НДС/входящий;Вес г;Объем(м3);Страна происхождения товара;Сроки отгрузки от поставщика в календарных днях;Бронируется? да/нет/прямая;Реестровое да/нет;Артикул поставщика;ООО с НДС;ИП без НДС;Наценка;Ставка НДС/исходящий;Внешний код
22.08.2025;Анатомическая модель кожи на подставке;7920;10296;Деалмед;https://www.dealmed.ru/anatomicheskaja_model_kozha_cheloveka_DRM6022.html?ysclid=memapedcrn734751695;20%;650;0.006072;Россия;30;Нет;N;233;10296;10296;1.3;20%;1198
